"No.","Time","Source","Destination","Protocol","Length","Calculated window size","Info"
"191","6.400190","192.168.2.2","192.168.1.2","TCP","66","695808","5001  >  45658 [ACK] Seq=1 Ack=774681 Win=695808 Len=0 TSval=2321251272 TSecr=787877650"
"193","6.484806","192.168.2.2","192.168.1.2","TCP","66","730624","5001  >  45658 [ACK] Seq=1 Ack=792057 Win=730624 Len=0 TSval=2321251356 TSecr=787877795"
"195","6.630421","192.168.2.2","192.168.1.2","TCP","66","753664","5001  >  45658 [ACK] Seq=1 Ack=803641 Win=753664 Len=0 TSval=2321251502 TSecr=787877881"
"197","6.727616","192.168.2.2","192.168.1.2","TCP","66","765440","5001  >  45658 [ACK] Seq=1 Ack=809433 Win=765440 Len=0 TSval=2321251599 TSecr=787877990"
"199","6.776337","192.168.2.2","192.168.1.2","TCP","66","785920","5001  >  45658 [ACK] Seq=1 Ack=819569 Win=785920 Len=0 TSval=2321251648 TSecr=787878027"
"202","6.861940","192.168.2.2","192.168.1.2","TCP","66","843776","5001  >  45658 [ACK] Seq=1 Ack=848529 Win=843776 Len=0 TSval=2321251734 TSecr=787878317"
"206","7.104502","192.168.2.2","192.168.1.2","TCP","66","855040","5001  >  45658 [ACK] Seq=1 Ack=854321 Win=855040 Len=0 TSval=2321251976 TSecr=787878354"
"208","7.153447","192.168.2.2","192.168.1.2","TCP","66","878592","5001  >  45658 [ACK] Seq=1 Ack=865905 Win=878592 Len=0 TSval=2321252025 TSecr=787878401"
"210","7.250399","192.168.2.2","192.168.1.2","TCP","66","887296","5001  >  45658 [ACK] Seq=1 Ack=870249 Win=887296 Len=0 TSval=2321252122 TSecr=787878455"
"212","7.285887","192.168.2.2","192.168.1.2","TCP","66","930816","5001  >  45658 [ACK] Seq=1 Ack=891969 Win=930816 Len=0 TSval=2321252158 TSecr=787878535"
"215","7.467863","192.168.2.2","192.168.1.2","TCP","66","945152","5001  >  45658 [ACK] Seq=1 Ack=899209 Win=945152 Len=0 TSval=2321252340 TSecr=787878716"
"217","7.528780","192.168.2.2","192.168.1.2","TCP","66","971264","5001  >  45658 [ACK] Seq=1 Ack=912241 Win=971264 Len=0 TSval=2321252400 TSecr=787878778"
"219","7.637365","192.168.2.2","192.168.1.2","TCP","66","1005056","5001  >  45658 [ACK] Seq=1 Ack=931065 Win=1005056 Len=0 TSval=2321252509 TSecr=787878958"
"221","7.795057","192.168.2.2","192.168.1.2","TCP","66","1011200","5001  >  45658 [ACK] Seq=1 Ack=933961 Win=1011200 Len=0 TSval=2321252667 TSecr=787879044"
"224","7.819610","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=935409 Win=1013760 Len=0 TSval=2321252691 TSecr=787879069"
"226","7.831711","192.168.2.2","192.168.1.2","TCP","66","1010176","5001  >  45658 [ACK] Seq=1 Ack=944097 Win=1010176 Len=0 TSval=2321252703 TSecr=787879080"
"228","7.904392","192.168.2.2","192.168.1.2","TCP","66","1010176","5001  >  45658 [ACK] Seq=1 Ack=952785 Win=1010176 Len=0 TSval=2321252776 TSecr=787879153"
"230","7.982342","192.168.2.2","192.168.1.2","TCP","66","1012736","5001  >  45658 [ACK] Seq=1 Ack=957129 Win=1012736 Len=0 TSval=2321252854 TSecr=787879226"
"233","8.013786","192.168.2.2","192.168.1.2","TCP","66","1013760","5001  >  45658 [ACK] Seq=1 Ack=958577 Win=1013760 Len=0 TSval=2321252885 TSecr=787879263"
"235","8.026247","192.168.2.2","192.168.1.2","TCP","66","999424","5001  >  45658 [ACK] Seq=1 Ack=988985 Win=999424 Len=0 TSval=2321252898 TSecr=787879444"
"237","8.280289","192.168.2.2","192.168.1.2","TCP","66","1006592","5001  >  45658 [ACK] Seq=1 Ack=1004913 Win=1006592 Len=0 TSval=2321253152 TSecr=787879529"
"239","8.414131","192.168.2.2","192.168.1.2","TCP","66","1008128","5001  >  45658 [ACK] Seq=1 Ack=1017945 Win=1008128 Len=0 TSval=2321253286 TSecr=787879674"
"241","8.522865","192.168.2.2","192.168.1.2","TCP","66","1011712","5001  >  45658 [ACK] Seq=1 Ack=1023737 Win=1011712 Len=0 TSval=2321253395 TSecr=787879771"
