"No.","Time","Source","Destination","Protocol","Length","Window size scaling factor","Calculated window size","Info"
"31172","36.655015","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416595393 Win=360960 Len=0 TSval=3824132976 TSecr=3459242669"
"31175","36.657832","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416628697 Win=360960 Len=0 TSval=3824132979 TSecr=3459242672"
"31177","36.660854","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416660553 Win=360960 Len=0 TSval=3824132982 TSecr=3459242674"
"31180","36.663776","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416695305 Win=360960 Len=0 TSval=3824132985 TSecr=3459242677"
"31182","36.666704","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416727161 Win=360960 Len=0 TSval=3824132988 TSecr=3459242680"
"31184","36.669836","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416760465 Win=360960 Len=0 TSval=3824132991 TSecr=3459242683"
"31186","36.672634","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416792321 Win=360960 Len=0 TSval=3824132994 TSecr=3459242686"
"31188","36.675533","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416825625 Win=360960 Len=0 TSval=3824132997 TSecr=3459242686"
"31190","36.678466","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416857481 Win=360960 Len=0 TSval=3824133000 TSecr=3459242692"
"31192","36.681431","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416890785 Win=360960 Len=0 TSval=3824133003 TSecr=3459242692"
"31194","36.684339","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416921193 Win=360960 Len=0 TSval=3824133006 TSecr=3459242698"
"31197","36.687347","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416954497 Win=360960 Len=0 TSval=3824133009 TSecr=3459242701"
"31199","36.690257","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416984905 Win=360960 Len=0 TSval=3824133012 TSecr=3459242704"
"31202","36.693158","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=416987801 Win=360960 Len=0 TSval=3824133014 TSecr=3459242710"
"31204","36.693302","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417018209 Win=360960 Len=0 TSval=3824133015 TSecr=3459242710"
"31206","36.696097","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417048617 Win=360960 Len=0 TSval=3824133017 TSecr=3459242710"
"31208","36.699032","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417052961 Win=360960 Len=0 TSval=3824133020 TSecr=3459242713"
"31210","36.699282","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417086265 Win=360960 Len=0 TSval=3824133021 TSecr=3459242713"
"31212","36.702113","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417118121 Win=360960 Len=0 TSval=3824133023 TSecr=3459242715"
"31214","36.704905","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417152873 Win=360960 Len=0 TSval=3824133026 TSecr=3459242718"
"31216","36.707873","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417183281 Win=360960 Len=0 TSval=3824133029 TSecr=3459242721"
"31218","36.710797","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417218033 Win=360960 Len=0 TSval=3824133032 TSecr=3459242721"
"31220","36.713738","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417248441 Win=360960 Len=0 TSval=3824133035 TSecr=3459242727"
"31222","36.716671","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417283193 Win=360960 Len=0 TSval=3824133038 TSecr=3459242727"
"31224","36.719638","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417313601 Win=360960 Len=0 TSval=3824133041 TSecr=3459242733"
"31226","36.722544","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417345457 Win=360960 Len=0 TSval=3824133044 TSecr=3459242736"
"31228","36.725479","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417377313 Win=360960 Len=0 TSval=3824133047 TSecr=3459242736"
"31231","36.728163","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417409169 Win=360960 Len=0 TSval=3824133049 TSecr=3459242745"
"31233","36.730715","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417439577 Win=360960 Len=0 TSval=3824133052 TSecr=3459242745"
"31235","36.733338","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417443921 Win=360960 Len=0 TSval=3824133055 TSecr=3459242747"
"31237","36.733610","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417475777 Win=360960 Len=0 TSval=3824133055 TSecr=3459242747"
"31239","36.736282","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417507633 Win=360960 Len=0 TSval=3824133058 TSecr=3459242750"
"31242","36.739191","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417542385 Win=360960 Len=0 TSval=3824133060 TSecr=3459242753"
"31244","36.742150","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417574241 Win=360960 Len=0 TSval=3824133063 TSecr=3459242756"
"31246","36.745071","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417607545 Win=360960 Len=0 TSval=3824133066 TSecr=3459242758"
"31248","36.748018","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417639401 Win=360960 Len=0 TSval=3824133069 TSecr=3459242761"
"31250","36.750948","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417672705 Win=360960 Len=0 TSval=3824133072 TSecr=3459242761"
"31252","36.753625","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417704561 Win=360960 Len=0 TSval=3824133075 TSecr=3459242767"
"31254","36.756289","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417737865 Win=360960 Len=0 TSval=3824133078 TSecr=3459242767"
"31256","36.759102","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417769721 Win=360960 Len=0 TSval=3824133080 TSecr=3459242773"
"31258","36.761743","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417801577 Win=360960 Len=0 TSval=3824133083 TSecr=3459242776"
"31260","36.764668","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417831985 Win=360960 Len=0 TSval=3824133086 TSecr=3459242778"
"31263","36.767596","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417834881 Win=360960 Len=0 TSval=3824133089 TSecr=3459242781"
"31265","36.767727","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417866737 Win=360960 Len=0 TSval=3824133089 TSecr=3459242784"
"31267","36.770547","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417898593 Win=360960 Len=0 TSval=3824133092 TSecr=3459242784"
"31270","36.773515","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417934793 Win=360960 Len=0 TSval=3824133095 TSecr=3459242787"
"31272","36.776415","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417965201 Win=360960 Len=0 TSval=3824133098 TSecr=3459242790"
"31274","36.778972","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=417999953 Win=360960 Len=0 TSval=3824133100 TSecr=3459242790"
"31276","36.782308","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418030361 Win=360960 Len=0 TSval=3824133104 TSecr=3459242796"
"31278","36.785241","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418065113 Win=360960 Len=0 TSval=3824133107 TSecr=3459242796"
"31280","36.788164","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418095521 Win=360960 Len=0 TSval=3824133109 TSecr=3459242802"
"31282","36.791113","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418127377 Win=360960 Len=0 TSval=3824133112 TSecr=3459242804"
"31284","36.794066","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418159233 Win=360960 Len=0 TSval=3824133115 TSecr=3459242804"
"31287","36.796986","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418191089 Win=360960 Len=0 TSval=3824133118 TSecr=3459242813"
"31289","36.799546","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418221497 Win=360960 Len=0 TSval=3824133121 TSecr=3459242813"
"31291","36.802092","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418225841 Win=360960 Len=0 TSval=3824133123 TSecr=3459242816"
"31293","36.802553","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418257697 Win=360960 Len=0 TSval=3824133124 TSecr=3459242816"
"31295","36.805118","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418289553 Win=360960 Len=0 TSval=3824133126 TSecr=3459242819"
"31298","36.807895","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418324305 Win=360960 Len=0 TSval=3824133129 TSecr=3459242822"
"31300","36.810718","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418356161 Win=360960 Len=0 TSval=3824133132 TSecr=3459242824"
"31302","36.813635","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418389465 Win=360960 Len=0 TSval=3824133135 TSecr=3459242827"
"31304","36.816326","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418421321 Win=360960 Len=0 TSval=3824133138 TSecr=3459242830"
"31306","36.819070","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418454625 Win=360960 Len=0 TSval=3824133140 TSecr=3459242830"
"31308","36.821818","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418486481 Win=360960 Len=0 TSval=3824133143 TSecr=3459242836"
"31310","36.824456","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418519785 Win=360960 Len=0 TSval=3824133146 TSecr=3459242836"
"31312","36.827360","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418551641 Win=360960 Len=0 TSval=3824133149 TSecr=3459242841"
"31314","36.829942","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418583497 Win=360960 Len=0 TSval=3824133151 TSecr=3459242844"
"31316","36.832607","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418613905 Win=360960 Len=0 TSval=3824133154 TSecr=3459242847"
"31319","36.835262","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418616801 Win=360960 Len=0 TSval=3824133157 TSecr=3459242849"
"31321","36.835376","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418648657 Win=360960 Len=0 TSval=3824133157 TSecr=3459242852"
"31323","36.838147","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418680513 Win=360960 Len=0 TSval=3824133159 TSecr=3459242852"
"31326","36.840828","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418715265 Win=360960 Len=0 TSval=3824133162 TSecr=3459242855"
"31328","36.844029","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418747121 Win=360960 Len=0 TSval=3824133165 TSecr=3459242857"
"31330","36.846955","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418781873 Win=360960 Len=0 TSval=3824133168 TSecr=3459242857"
"31332","36.849912","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418812281 Win=360960 Len=0 TSval=3824133171 TSecr=3459242863"
"31334","36.852829","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418847033 Win=360960 Len=0 TSval=3824133174 TSecr=3459242863"
"31336","36.855626","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418877441 Win=360960 Len=0 TSval=3824133177 TSecr=3459242869"
"31338","36.858711","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418910745 Win=360960 Len=0 TSval=3824133180 TSecr=3459242869"
"31340","36.861395","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418941153 Win=360960 Len=0 TSval=3824133183 TSecr=3459242875"
"31343","36.864370","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=418974457 Win=360960 Len=0 TSval=3824133186 TSecr=3459242878"
"31345","36.866943","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419004865 Win=360960 Len=0 TSval=3824133188 TSecr=3459242881"
"31348","36.869584","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419007761 Win=360960 Len=0 TSval=3824133191 TSecr=3459242886"
"31350","36.869724","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419038169 Win=360960 Len=0 TSval=3824133191 TSecr=3459242886"
"31352","36.872421","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419068577 Win=360960 Len=0 TSval=3824133194 TSecr=3459242886"
"31354","36.875370","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419072921 Win=360960 Len=0 TSval=3824133197 TSecr=3459242889"
"31356","36.875628","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419106225 Win=360960 Len=0 TSval=3824133197 TSecr=3459242889"
"31358","36.878435","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419138081 Win=360960 Len=0 TSval=3824133200 TSecr=3459242892"
"31360","36.881092","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419174281 Win=360960 Len=0 TSval=3824133202 TSecr=3459242892"
"31362","36.884194","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419203241 Win=360960 Len=0 TSval=3824133205 TSecr=3459242898"
"31364","36.886549","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419237993 Win=360960 Len=0 TSval=3824133208 TSecr=3459242898"
"31366","36.889426","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419268401 Win=360960 Len=0 TSval=3824133211 TSecr=3459242903"
"31368","36.892006","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419301705 Win=360960 Len=0 TSval=3824133213 TSecr=3459242903"
"31370","36.894958","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419333561 Win=360960 Len=0 TSval=3824133216 TSecr=3459242909"
"31372","36.897896","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419365417 Win=360960 Len=0 TSval=3824133219 TSecr=3459242911"
"31374","36.900846","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419395825 Win=360960 Len=0 TSval=3824133222 TSecr=3459242914"
"31377","36.903757","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419398721 Win=360960 Len=0 TSval=3824133225 TSecr=3459242917"
"31379","36.903888","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419430577 Win=360960 Len=0 TSval=3824133225 TSecr=3459242920"
"31381","36.906566","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419462433 Win=360960 Len=0 TSval=3824133228 TSecr=3459242920"
"31384","36.909650","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419498633 Win=360960 Len=0 TSval=3824133231 TSecr=3459242923"
"31386","36.912579","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419529041 Win=360960 Len=0 TSval=3824133234 TSecr=3459242926"
"31388","36.915529","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419563793 Win=360960 Len=0 TSval=3824133237 TSecr=3459242926"
"31390","36.918455","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419594201 Win=360960 Len=0 TSval=3824133240 TSecr=3459242932"
"31392","36.920931","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419628953 Win=360960 Len=0 TSval=3824133242 TSecr=3459242932"
"31394","36.924374","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419659361 Win=360960 Len=0 TSval=3824133246 TSecr=3459242938"
"31396","36.927271","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419691217 Win=360960 Len=0 TSval=3824133249 TSecr=3459242940"
"31398","36.929837","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419723073 Win=360960 Len=0 TSval=3824133251 TSecr=3459242940"
"31401","36.932604","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419754929 Win=360960 Len=0 TSval=3824133254 TSecr=3459242949"
"31403","36.935186","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419785337 Win=360960 Len=0 TSval=3824133256 TSecr=3459242949"
"31405","36.938039","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419789681 Win=360960 Len=0 TSval=3824133259 TSecr=3459242952"
"31407","36.938314","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419821537 Win=360960 Len=0 TSval=3824133260 TSecr=3459242952"
"31409","36.940998","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419853393 Win=360960 Len=0 TSval=3824133262 TSecr=3459242954"
"31412","36.943754","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419886697 Win=360960 Len=0 TSval=3824133265 TSecr=3459242958"
"31414","36.946445","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419918553 Win=360960 Len=0 TSval=3824133268 TSecr=3459242960"
"31417","36.949830","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419953305 Win=360960 Len=0 TSval=3824133271 TSecr=3459242963"
"31419","36.952613","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=419985161 Win=360960 Len=0 TSval=3824133274 TSecr=3459242966"
"31421","36.955686","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=420018465 Win=360960 Len=0 TSval=3824133277 TSecr=3459242969"
"31423","36.958646","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=420050321 Win=360960 Len=0 TSval=3824133280 TSecr=3459242972"
"31425","36.961607","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=420083625 Win=360960 Len=0 TSval=3824133283 TSecr=3459242972"
"31427","36.964495","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=420115481 Win=360960 Len=0 TSval=3824133286 TSecr=3459242978"
"31429","36.967457","192.168.2.2","192.168.1.2","TCP","66","512","360960","5001  >  43962 [ACK] Seq=1 Ack=420148785 Win=360960 Len=0 TSval=3824133289 TSecr=3459242978"
