No.,,Time,Source,Destination,Length,Window size scaling factor,Calculated window size
761,0.635999346,6.335999346,192.168.2.2,192.168.1.2,66,512,631296
763,0.637701945,6.337701945,192.168.2.2,192.168.1.2,66,512,631296
765,0.639408491,6.339408491,192.168.2.2,192.168.1.2,66,512,631296
768,0.641171091,6.341171091,192.168.2.2,192.168.1.2,66,512,631296
769,0.641482202,6.341482202,192.168.2.2,192.168.1.2,66,512,631296
771,0.643160069,6.343160069,192.168.2.2,192.168.1.2,66,512,631296
773,0.644880256,6.344880256,192.168.2.2,192.168.1.2,66,512,631296
775,0.646543614,6.346543614,192.168.2.2,192.168.1.2,66,512,631296
777,0.646904851,6.346904851,192.168.2.2,192.168.1.2,66,512,631296
779,0.64860364,6.34860364,192.168.2.2,192.168.1.2,66,512,631296
781,0.650289357,6.350289357,192.168.2.2,192.168.1.2,66,512,631296
783,0.651982315,6.351982315,192.168.2.2,192.168.1.2,66,512,631296
785,0.652349019,6.352349019,192.168.2.2,192.168.1.2,66,512,631296
787,0.654041843,6.354041843,192.168.2.2,192.168.1.2,66,512,631296
789,0.655741804,6.355741804,192.168.2.2,192.168.1.2,66,512,631296
791,0.657429565,6.357429565,192.168.2.2,192.168.1.2,66,512,631296
793,0.657787449,6.357787449,192.168.2.2,192.168.1.2,66,512,631296
795,0.659486796,6.359486796,192.168.2.2,192.168.1.2,66,512,631296
797,0.661178428,6.361178428,192.168.2.2,192.168.1.2,66,512,631296
800,0.662944542,6.362944542,192.168.2.2,192.168.1.2,66,512,631296
801,0.663276279,6.363276279,192.168.2.2,192.168.1.2,66,512,631296
803,0.664942278,6.364942278,192.168.2.2,192.168.1.2,66,512,631296
805,0.666631567,6.366631567,192.168.2.2,192.168.1.2,66,512,631296
807,0.668326326,6.368326326,192.168.2.2,192.168.1.2,66,512,631296
809,0.668688605,6.368688605,192.168.2.2,192.168.1.2,66,512,631296
811,0.670384815,6.370384815,192.168.2.2,192.168.1.2,66,512,631296
813,0.672086615,6.372086615,192.168.2.2,192.168.1.2,66,512,631296
815,0.673781485,6.373781485,192.168.2.2,192.168.1.2,66,512,631296
817,0.674139232,6.374139232,192.168.2.2,192.168.1.2,66,512,631296
819,0.675860722,6.375860722,192.168.2.2,192.168.1.2,66,512,631296
821,0.677532149,6.377532149,192.168.2.2,192.168.1.2,66,512,631296
823,0.679228423,6.379228423,192.168.2.2,192.168.1.2,66,512,631296
825,0.679589976,6.379589976,192.168.2.2,192.168.1.2,66,512,631296
827,0.681285569,6.381285569,192.168.2.2,192.168.1.2,66,512,631296
829,0.68298021,6.38298021,192.168.2.2,192.168.1.2,66,512,631296
831,0.684677524,6.384677524,192.168.2.2,192.168.1.2,66,512,631296
833,0.685039336,6.385039336,192.168.2.2,192.168.1.2,66,512,631296
835,0.686735675,6.386735675,192.168.2.2,192.168.1.2,66,512,631296
837,0.688448755,6.388448755,192.168.2.2,192.168.1.2,66,512,631296
839,0.690135148,6.390135148,192.168.2.2,192.168.1.2,66,512,631296
841,0.690490548,6.390490548,192.168.2.2,192.168.1.2,66,512,631296
843,0.692187184,6.392187184,192.168.2.2,192.168.1.2,66,512,631296
845,0.693880964,6.393880964,192.168.2.2,192.168.1.2,66,512,631296
847,0.695586397,6.395586397,192.168.2.2,192.168.1.2,66,512,631296
849,0.695943107,6.395943107,192.168.2.2,192.168.1.2,66,512,631296
851,0.697712245,6.397712245,192.168.2.2,192.168.1.2,66,512,631296
853,0.699332114,6.399332114,192.168.2.2,192.168.1.2,66,512,631296
855,0.701027653,6.401027653,192.168.2.2,192.168.1.2,66,512,631296
857,0.701390866,6.401390866,192.168.2.2,192.168.1.2,66,512,631296
859,0.703086531,6.403086531,192.168.2.2,192.168.1.2,66,512,631296
861,0.704782934,6.404782934,192.168.2.2,192.168.1.2,66,512,631296
863,0.706480095,6.406480095,192.168.2.2,192.168.1.2,66,512,631296
865,0.706841617,6.406841617,192.168.2.2,192.168.1.2,66,512,631296
867,0.708537471,6.408537471,192.168.2.2,192.168.1.2,66,512,631296
869,0.710231906,6.410231906,192.168.2.2,192.168.1.2,66,512,631296
871,0.711927828,6.411927828,192.168.2.2,192.168.1.2,66,512,631296
873,0.712291201,6.412291201,192.168.2.2,192.168.1.2,66,512,631296
875,0.71399393,6.41399393,192.168.2.2,192.168.1.2,66,512,631296
877,0.715683807,6.415683807,192.168.2.2,192.168.1.2,66,512,631296
879,0.717380668,6.417380668,192.168.2.2,192.168.1.2,66,512,631296
881,0.717744235,6.417744235,192.168.2.2,192.168.1.2,66,512,631296
883,0.719438693,6.419438693,192.168.2.2,192.168.1.2,66,512,631296
885,0.721133282,6.421133282,192.168.2.2,192.168.1.2,66,512,631296
887,0.722848506,6.422848506,192.168.2.2,192.168.1.2,66,512,631296
889,0.72320542,6.42320542,192.168.2.2,192.168.1.2,66,512,631296
891,0.724938911,6.424938911,192.168.2.2,192.168.1.2,66,512,631296
893,0.726597134,6.426597134,192.168.2.2,192.168.1.2,66,512,631296
895,0.728282973,6.428282973,192.168.2.2,192.168.1.2,66,512,631296
897,0.728645083,6.428645083,192.168.2.2,192.168.1.2,66,512,631296
899,0.730346232,6.430346232,192.168.2.2,192.168.1.2,66,512,631296
901,0.732034976,6.432034976,192.168.2.2,192.168.1.2,66,512,631296
903,0.73372995,6.43372995,192.168.2.2,192.168.1.2,66,512,631296
905,0.734093645,6.434093645,192.168.2.2,192.168.1.2,66,512,631296
907,0.735791116,6.435791116,192.168.2.2,192.168.1.2,66,512,631296
909,0.737484565,6.437484565,192.168.2.2,192.168.1.2,66,512,631296
911,0.739217996,6.439217996,192.168.2.2,192.168.1.2,66,512,631296
913,0.739551981,6.439551981,192.168.2.2,192.168.1.2,66,512,631296
915,0.741261111,6.441261111,192.168.2.2,192.168.1.2,66,512,631296
917,0.742956397,6.442956397,192.168.2.2,192.168.1.2,66,512,631296
919,0.744637629,6.444637629,192.168.2.2,192.168.1.2,66,512,631296
921,0.744993339,6.444993339,192.168.2.2,192.168.1.2,66,512,631296
923,0.746688768,6.446688768,192.168.2.2,192.168.1.2,66,512,631296
925,0.748415108,6.448415108,192.168.2.2,192.168.1.2,66,512,631296
927,0.750086256,6.450086256,192.168.2.2,192.168.1.2,66,512,631296
929,0.75044401,6.45044401,192.168.2.2,192.168.1.2,66,512,631296
931,0.752141789,6.452141789,192.168.2.2,192.168.1.2,66,512,631296
933,0.753836417,6.453836417,192.168.2.2,192.168.1.2,66,512,631296
935,0.755532606,6.455532606,192.168.2.2,192.168.1.2,66,512,631296
937,0.755894147,6.455894147,192.168.2.2,192.168.1.2,66,512,631296
939,0.757590209,6.457590209,192.168.2.2,192.168.1.2,66,512,631296
941,0.759288138,6.459288138,192.168.2.2,192.168.1.2,66,512,631296
943,0.76098165,6.46098165,192.168.2.2,192.168.1.2,66,512,631296
945,0.761345171,6.461345171,192.168.2.2,192.168.1.2,66,512,631296
947,0.763086157,6.463086157,192.168.2.2,192.168.1.2,66,512,631296
949,0.764769459,6.464769459,192.168.2.2,192.168.1.2,66,512,631296
952,0.766460753,6.466460753,192.168.2.2,192.168.1.2,66,512,631296
953,0.766794648,6.466794648,192.168.2.2,192.168.1.2,66,512,631296
955,0.768491952,6.468491952,192.168.2.2,192.168.1.2,66,512,631296
957,0.770187107,6.470187107,192.168.2.2,192.168.1.2,66,512,631296
959,0.771882472,6.471882472,192.168.2.2,192.168.1.2,66,512,631296
961,0.772246243,6.472246243,192.168.2.2,192.168.1.2,66,512,631296
963,0.773947626,6.473947626,192.168.2.2,192.168.1.2,66,512,631296
965,0.775637608,6.475637608,192.168.2.2,192.168.1.2,66,512,631296
967,0.777333461,6.477333461,192.168.2.2,192.168.1.2,66,512,631296
969,0.777697881,6.477697881,192.168.2.2,192.168.1.2,66,512,631296
971,0.779392561,6.479392561,192.168.2.2,192.168.1.2,66,512,631296
973,0.78108992,6.48108992,192.168.2.2,192.168.1.2,66,512,631296
975,0.782783948,6.482783948,192.168.2.2,192.168.1.2,66,512,631296
977,0.783151242,6.483151242,192.168.2.2,192.168.1.2,66,512,631296
979,0.784842773,6.484842773,192.168.2.2,192.168.1.2,66,512,631296
981,0.786540615,6.486540615,192.168.2.2,192.168.1.2,66,512,631296
983,0.788264384,6.488264384,192.168.2.2,192.168.1.2,66,512,631296
985,0.788620221,6.488620221,192.168.2.2,192.168.1.2,66,512,631296
987,0.790331576,6.490331576,192.168.2.2,192.168.1.2,66,512,631296
989,0.791991349,6.491991349,192.168.2.2,192.168.1.2,66,512,631296
991,0.793683619,6.493683619,192.168.2.2,192.168.1.2,66,512,631296
993,0.794045614,6.494045614,192.168.2.2,192.168.1.2,66,512,631296
995,0.795747963,6.495747963,192.168.2.2,192.168.1.2,66,512,631296
997,0.797456427,6.497456427,192.168.2.2,192.168.1.2,66,512,631296
999,0.799152011,6.499152011,192.168.2.2,192.168.1.2,66,512,631296
1001,0.799507926,6.499507926,192.168.2.2,192.168.1.2,66,512,631296
1003,0.801206119,6.501206119,192.168.2.2,192.168.1.2,66,512,631296
1005,0.802891792,6.502891792,192.168.2.2,192.168.1.2,66,512,631296
1007,0.804584253,6.504584253,192.168.2.2,192.168.1.2,66,512,631296
1009,0.804946823,6.504946823,192.168.2.2,192.168.1.2,66,512,631296
1011,0.806641817,6.506641817,192.168.2.2,192.168.1.2,66,512,631296
1013,0.808339533,6.508339533,192.168.2.2,192.168.1.2,66,512,631296
1015,0.81003528,6.51003528,192.168.2.2,192.168.1.2,66,512,631296
1017,0.810397884,6.510397884,192.168.2.2,192.168.1.2,66,512,631296
1019,0.81209669,6.51209669,192.168.2.2,192.168.1.2,66,512,631296
1021,0.813811492,6.513811492,192.168.2.2,192.168.1.2,66,512,631296
1023,0.815510291,6.515510291,192.168.2.2,192.168.1.2,66,512,631296
1025,0.815865614,6.515865614,192.168.2.2,192.168.1.2,66,512,631296
1027,0.817573897,6.517573897,192.168.2.2,192.168.1.2,66,512,631296
1029,0.819248055,6.519248055,192.168.2.2,192.168.1.2,66,512,631296
1031,0.82093634,6.52093634,192.168.2.2,192.168.1.2,66,512,631296
1033,0.821299942,6.521299942,192.168.2.2,192.168.1.2,66,512,631296
1035,0.823011943,6.523011943,192.168.2.2,192.168.1.2,66,512,631296
1037,0.824699503,6.524699503,192.168.2.2,192.168.1.2,66,512,631296
1039,0.826386809,6.526386809,192.168.2.2,192.168.1.2,66,512,631296
1041,0.826749333,6.526749333,192.168.2.2,192.168.1.2,66,512,631296
1043,0.828447418,6.528447418,192.168.2.2,192.168.1.2,66,512,631296
1045,0.830140606,6.530140606,192.168.2.2,192.168.1.2,66,512,631296
1047,0.831847498,6.531847498,192.168.2.2,192.168.1.2,66,512,631296
1049,0.832201712,6.532201712,192.168.2.2,192.168.1.2,66,512,631296
1051,0.833895596,6.533895596,192.168.2.2,192.168.1.2,66,512,631296
1053,0.835590475,6.535590475,192.168.2.2,192.168.1.2,66,512,631296
1055,0.837287551,6.537287551,192.168.2.2,192.168.1.2,66,512,631296
1057,0.837663533,6.537663533,192.168.2.2,192.168.1.2,66,512,631296
1059,0.839360581,6.539360581,192.168.2.2,192.168.1.2,66,512,631296
1061,0.841044145,6.541044145,192.168.2.2,192.168.1.2,66,512,631296
1063,0.842738335,6.542738335,192.168.2.2,192.168.1.2,66,512,631296
1065,0.843101615,6.543101615,192.168.2.2,192.168.1.2,66,512,631296
1067,0.84479665,6.54479665,192.168.2.2,192.168.1.2,66,512,631296
1069,0.84649146,6.54649146,192.168.2.2,192.168.1.2,66,512,631296
1071,0.848197082,6.548197082,192.168.2.2,192.168.1.2,66,512,631296
1073,0.848551598,6.548551598,192.168.2.2,192.168.1.2,66,512,631296
1075,0.850249803,6.550249803,192.168.2.2,192.168.1.2,66,512,631296
1077,0.851943905,6.551943905,192.168.2.2,192.168.1.2,66,512,631296
1079,0.853638289,6.553638289,192.168.2.2,192.168.1.2,66,512,631296
1081,0.854004111,6.554004111,192.168.2.2,192.168.1.2,66,512,631296
1083,0.855697117,6.555697117,192.168.2.2,192.168.1.2,66,512,631296
1085,0.857393411,6.557393411,192.168.2.2,192.168.1.2,66,512,631296
1087,0.859088486,6.559088486,192.168.2.2,192.168.1.2,66,512,631296
1089,0.859453483,6.559453483,192.168.2.2,192.168.1.2,66,512,631296
1091,0.861152248,6.561152248,192.168.2.2,192.168.1.2,66,512,631296
1093,0.862893475,6.562893475,192.168.2.2,192.168.1.2,66,512,631296
1096,0.86462294,6.56462294,192.168.2.2,192.168.1.2,66,512,631296
1097,0.86492298,6.56492298,192.168.2.2,192.168.1.2,66,512,631296
1099,0.866617187,6.566617187,192.168.2.2,192.168.1.2,66,512,631296
1101,0.868308554,6.568308554,192.168.2.2,192.168.1.2,66,512,631296
1103,0.869993971,6.569993971,192.168.2.2,192.168.1.2,66,512,631296
1105,0.870359155,6.570359155,192.168.2.2,192.168.1.2,66,512,631296
1107,0.872049081,6.572049081,192.168.2.2,192.168.1.2,66,512,631296
1109,0.873744642,6.573744642,192.168.2.2,192.168.1.2,66,512,631296
1111,0.875440094,6.575440094,192.168.2.2,192.168.1.2,66,512,631296
1113,0.875803913,6.575803913,192.168.2.2,192.168.1.2,66,512,631296
1115,0.877500093,6.577500093,192.168.2.2,192.168.1.2,66,512,631296
1117,0.879195103,6.579195103,192.168.2.2,192.168.1.2,66,512,631296
1119,0.880895127,6.580895127,192.168.2.2,192.168.1.2,66,512,631296
1121,0.881254447,6.581254447,192.168.2.2,192.168.1.2,66,512,631296
1123,0.882950079,6.582950079,192.168.2.2,192.168.1.2,66,512,631296
1125,0.884644993,6.584644993,192.168.2.2,192.168.1.2,66,512,631296
1127,0.886340949,6.586340949,192.168.2.2,192.168.1.2,66,512,631296
1129,0.886704168,6.586704168,192.168.2.2,192.168.1.2,66,512,631296
1131,0.888444686,6.588444686,192.168.2.2,192.168.1.2,66,512,631296
1133,0.890140136,6.590140136,192.168.2.2,192.168.1.2,66,512,631296
1135,0.89179269,6.59179269,192.168.2.2,192.168.1.2,66,512,631296
1137,0.892156564,6.592156564,192.168.2.2,192.168.1.2,66,512,631296
1139,0.893850321,6.593850321,192.168.2.2,192.168.1.2,66,512,631296
1141,0.895545879,6.595545879,192.168.2.2,192.168.1.2,66,512,631296
1143,0.897271825,6.597271825,192.168.2.2,192.168.1.2,66,512,631296
1145,0.897612707,6.597612707,192.168.2.2,192.168.1.2,66,512,631296
1147,0.899315731,6.599315731,192.168.2.2,192.168.1.2,66,512,631296
1149,0.901000746,6.601000746,192.168.2.2,192.168.1.2,66,512,631296
1151,0.902694013,6.602694013,192.168.2.2,192.168.1.2,66,512,631296
1153,0.903056029,6.603056029,192.168.2.2,192.168.1.2,66,512,631296
1155,0.904751382,6.604751382,192.168.2.2,192.168.1.2,66,512,631296
1157,0.906446401,6.606446401,192.168.2.2,192.168.1.2,66,512,631296
1159,0.908142438,6.608142438,192.168.2.2,192.168.1.2,66,512,631296
1161,0.908505837,6.608505837,192.168.2.2,192.168.1.2,66,512,631296
1163,0.910201747,6.610201747,192.168.2.2,192.168.1.2,66,512,631296
1165,0.911897032,6.611897032,192.168.2.2,192.168.1.2,66,512,631296
1167,0.9136321,6.6136321,192.168.2.2,192.168.1.2,66,512,631296
1169,0.913996211,6.613996211,192.168.2.2,192.168.1.2,66,512,631296
1171,0.915670587,6.615670587,192.168.2.2,192.168.1.2,66,512,631296
1173,0.917372389,6.617372389,192.168.2.2,192.168.1.2,66,512,631296
1175,0.919048649,6.619048649,192.168.2.2,192.168.1.2,66,512,631296
1177,0.91940777,6.61940777,192.168.2.2,192.168.1.2,66,512,631296
1179,0.921102486,6.621102486,192.168.2.2,192.168.1.2,66,512,631296
1181,0.922797386,6.622797386,192.168.2.2,192.168.1.2,66,512,631296
1183,0.924493198,6.624493198,192.168.2.2,192.168.1.2,66,512,631296
1185,0.924859717,6.624859717,192.168.2.2,192.168.1.2,66,512,631296
1187,0.926552614,6.626552614,192.168.2.2,192.168.1.2,66,512,631296
1189,0.92824907,6.62824907,192.168.2.2,192.168.1.2,66,512,631296
1191,0.929947976,6.629947976,192.168.2.2,192.168.1.2,66,512,631296
1193,0.930321451,6.630321451,192.168.2.2,192.168.1.2,66,512,631296
1195,0.932013607,6.632013607,192.168.2.2,192.168.1.2,66,512,631296
1197,0.933700731,6.633700731,192.168.2.2,192.168.1.2,66,512,631296
1199,0.935396591,6.635396591,192.168.2.2,192.168.1.2,66,512,631296
1201,0.935757894,6.635757894,192.168.2.2,192.168.1.2,66,512,631296
1203,0.937462176,6.637462176,192.168.2.2,192.168.1.2,66,512,631296
1205,0.939170488,6.639170488,192.168.2.2,192.168.1.2,66,512,631296
1207,0.94085228,6.64085228,192.168.2.2,192.168.1.2,66,512,631296
1209,0.941208826,6.641208826,192.168.2.2,192.168.1.2,66,512,631296
1211,0.942904268,6.642904268,192.168.2.2,192.168.1.2,66,512,631296
1213,0.944600003,6.644600003,192.168.2.2,192.168.1.2,66,512,631296
1215,0.946295326,6.646295326,192.168.2.2,192.168.1.2,66,512,631296
1217,0.94666214,6.64666214,192.168.2.2,192.168.1.2,66,512,631296
1219,0.948373324,6.648373324,192.168.2.2,192.168.1.2,66,512,631296
1221,0.950058256,6.650058256,192.168.2.2,192.168.1.2,66,512,631296
1223,0.951754413,6.651754413,192.168.2.2,192.168.1.2,66,512,631296
1225,0.952112347,6.652112347,192.168.2.2,192.168.1.2,66,512,631296
1227,0.953824044,6.653824044,192.168.2.2,192.168.1.2,66,512,631296
1229,0.955514883,6.655514883,192.168.2.2,192.168.1.2,66,512,631296
1231,0.957204616,6.657204616,192.168.2.2,192.168.1.2,66,512,631296
1233,0.957578298,6.657578298,192.168.2.2,192.168.1.2,66,512,631296
1235,0.95925703,6.65925703,192.168.2.2,192.168.1.2,66,512,631296
1237,0.960950615,6.660950615,192.168.2.2,192.168.1.2,66,512,631296
1240,0.962785536,6.662785536,192.168.2.2,192.168.1.2,66,512,631296
1241,0.963053003,6.663053003,192.168.2.2,192.168.1.2,66,512,631296
1243,0.964743446,6.664743446,192.168.2.2,192.168.1.2,66,512,631296
1245,0.966415018,6.666415018,192.168.2.2,192.168.1.2,66,512,631296
1247,0.968116554,6.668116554,192.168.2.2,192.168.1.2,66,512,631296
1249,0.968484199,6.668484199,192.168.2.2,192.168.1.2,66,512,631296
1251,0.97017851,6.67017851,192.168.2.2,192.168.1.2,66,512,631296
1253,0.971868071,6.671868071,192.168.2.2,192.168.1.2,66,512,631296
1255,0.973554875,6.673554875,192.168.2.2,192.168.1.2,66,512,631296
1257,0.973918308,6.673918308,192.168.2.2,192.168.1.2,66,512,631296
1259,0.975627988,6.675627988,192.168.2.2,192.168.1.2,66,512,631296
1261,0.977320529,6.677320529,192.168.2.2,192.168.1.2,66,512,631296
1263,0.979016806,6.679016806,192.168.2.2,192.168.1.2,66,512,631296
1265,0.979375664,6.679375664,192.168.2.2,192.168.1.2,66,512,631296
1267,0.981074986,6.681074986,192.168.2.2,192.168.1.2,66,512,631296
1269,0.982760151,6.682760151,192.168.2.2,192.168.1.2,66,512,631296
1271,0.984456523,6.684456523,192.168.2.2,192.168.1.2,66,512,631296
1273,0.984821135,6.684821135,192.168.2.2,192.168.1.2,66,512,631296
1275,0.986513596,6.686513596,192.168.2.2,192.168.1.2,66,512,631296
1277,0.988241339,6.688241339,192.168.2.2,192.168.1.2,66,512,631296
1279,0.989988453,6.689988453,192.168.2.2,192.168.1.2,66,512,631296
1281,0.99027944,6.69027944,192.168.2.2,192.168.1.2,66,512,631296
1283,0.991962774,6.691962774,192.168.2.2,192.168.1.2,66,512,631296
1285,0.993656639,6.693656639,192.168.2.2,192.168.1.2,66,512,631296
1287,0.995351565,6.695351565,192.168.2.2,192.168.1.2,66,512,631296
1289,0.995714356,6.695714356,192.168.2.2,192.168.1.2,66,512,631296
1291,0.997426699,6.697426699,192.168.2.2,192.168.1.2,66,512,631296
1293,0.999116285,6.699116285,192.168.2.2,192.168.1.2,66,512,631296
1295,1.000805452,6.700805452,192.168.2.2,192.168.1.2,66,512,631296
1297,1.00116533,6.70116533,192.168.2.2,192.168.1.2,66,512,631296
1299,1.002872007,6.702872007,192.168.2.2,192.168.1.2,66,512,631296
1301,1.004569444,6.704569444,192.168.2.2,192.168.1.2,66,512,631296
1303,1.006260936,6.706260936,192.168.2.2,192.168.1.2,66,512,631296
1305,1.006621785,6.706621785,192.168.2.2,192.168.1.2,66,512,631296
1307,1.008317931,6.708317931,192.168.2.2,192.168.1.2,66,512,631296
1309,1.010012842,6.710012842,192.168.2.2,192.168.1.2,66,512,631296
1311,1.011708962,6.711708962,192.168.2.2,192.168.1.2,66,512,631296
1313,1.012071638,6.712071638,192.168.2.2,192.168.1.2,66,512,631296
1315,1.013789158,6.713789158,192.168.2.2,192.168.1.2,66,512,631296
1317,1.015472341,6.715472341,192.168.2.2,192.168.1.2,66,512,631296
1319,1.017166715,6.717166715,192.168.2.2,192.168.1.2,66,512,631296
1321,1.017522509,6.717522509,192.168.2.2,192.168.1.2,66,512,631296
1323,1.019218928,6.719218928,192.168.2.2,192.168.1.2,66,512,631296
1325,1.020915168,6.720915168,192.168.2.2,192.168.1.2,66,512,631296
1327,1.022621188,6.722621188,192.168.2.2,192.168.1.2,66,512,631296
1329,1.022974825,6.722974825,192.168.2.2,192.168.1.2,66,512,631296
1331,1.024684767,6.724684767,192.168.2.2,192.168.1.2,66,512,631296
1333,1.026375975,6.726375975,192.168.2.2,192.168.1.2,66,512,631296
1335,1.02806132,6.72806132,192.168.2.2,192.168.1.2,66,512,631296
1337,1.028414781,6.728414781,192.168.2.2,192.168.1.2,66,512,631296
1339,1.030113056,6.730113056,192.168.2.2,192.168.1.2,66,512,631296
1341,1.031805482,6.731805482,192.168.2.2,192.168.1.2,66,512,631296
1343,1.03350204,6.73350204,192.168.2.2,192.168.1.2,66,512,631296
1345,1.03388982,6.73388982,192.168.2.2,192.168.1.2,66,512,631296
1347,1.035565006,6.735565006,192.168.2.2,192.168.1.2,66,512,631296
1349,1.037263635,6.737263635,192.168.2.2,192.168.1.2,66,512,631296
1351,1.038978319,6.738978319,192.168.2.2,192.168.1.2,66,512,631296
1353,1.039350706,6.739350706,192.168.2.2,192.168.1.2,66,512,631296
1355,1.041054993,6.741054993,192.168.2.2,192.168.1.2,66,512,631296
1357,1.042709733,6.742709733,192.168.2.2,192.168.1.2,66,512,631296
1359,1.044404154,6.744404154,192.168.2.2,192.168.1.2,66,512,631296
1361,1.04477037,6.74477037,192.168.2.2,192.168.1.2,66,512,631296
1363,1.046463716,6.746463716,192.168.2.2,192.168.1.2,66,512,631296
1365,1.048173159,6.748173159,192.168.2.2,192.168.1.2,66,512,631296
1367,1.049872509,6.749872509,192.168.2.2,192.168.1.2,66,512,631296
1369,1.050224319,6.750224319,192.168.2.2,192.168.1.2,66,512,631296
1371,1.05192496,6.75192496,192.168.2.2,192.168.1.2,66,512,631296
1373,1.053612904,6.753612904,192.168.2.2,192.168.1.2,66,512,631296
1375,1.055312519,6.755312519,192.168.2.2,192.168.1.2,66,512,631296
