No.,,Time,Source,Destination,Length,Window size scaling factor,Calculated window size
63806,36.49826207,42.19826207,192.168.2.2,192.168.1.2,66,512,631296
63808,36.49972404,42.19972404,192.168.2.2,192.168.1.2,66,512,631296
63811,36.50117283,42.20117283,192.168.2.2,192.168.1.2,66,512,631296
63813,36.50214165,42.20214165,192.168.2.2,192.168.1.2,66,512,631296
63815,36.50322384,42.20322384,192.168.2.2,192.168.1.2,66,512,631296
63816,36.50370633,42.20370633,192.168.2.2,192.168.1.2,66,512,631296
63818,36.50480234,42.20480234,192.168.2.2,192.168.1.2,66,512,631296
63820,36.50589033,42.20589033,192.168.2.2,192.168.1.2,66,512,631296
63822,36.50698538,42.20698538,192.168.2.2,192.168.1.2,66,512,631296
63824,36.508488,42.208488,192.168.2.2,192.168.1.2,66,512,631296
63826,36.50921931,42.20921931,192.168.2.2,192.168.1.2,66,512,631296
63828,36.51065211,42.21065211,192.168.2.2,192.168.1.2,66,512,631296
63831,36.51206986,42.21206986,192.168.2.2,192.168.1.2,66,512,631296
63833,36.51303695,42.21303695,192.168.2.2,192.168.1.2,66,512,631296
63835,36.51412777,42.21412777,192.168.2.2,192.168.1.2,66,512,631296
63836,36.51460936,42.21460936,192.168.2.2,192.168.1.2,66,512,631296
63838,36.51569992,42.21569992,192.168.2.2,192.168.1.2,66,512,631296
63840,36.5167926,42.2167926,192.168.2.2,192.168.1.2,66,512,631296
63842,36.51788305,42.21788305,192.168.2.2,192.168.1.2,66,512,631296
63844,36.5193362,42.2193362,192.168.2.2,192.168.1.2,66,512,631296
63846,36.52006554,42.22006554,192.168.2.2,192.168.1.2,66,512,631296
63848,36.52152028,42.22152028,192.168.2.2,192.168.1.2,66,512,631296
63850,36.52297573,42.22297573,192.168.2.2,192.168.1.2,66,512,631296
63853,36.52405849,42.22405849,192.168.2.2,192.168.1.2,66,512,631296
63855,36.52514898,42.22514898,192.168.2.2,192.168.1.2,66,512,631296
63856,36.52550916,42.22550916,192.168.2.2,192.168.1.2,66,512,631296
63858,36.52659967,42.22659967,192.168.2.2,192.168.1.2,66,512,631296
63860,36.52771247,42.22771247,192.168.2.2,192.168.1.2,66,512,631296
63862,36.52881506,42.22881506,192.168.2.2,192.168.1.2,66,512,631296
63865,36.53015351,42.23015351,192.168.2.2,192.168.1.2,66,512,631296
63867,36.53096434,42.23096434,192.168.2.2,192.168.1.2,66,512,631296
63869,36.53206259,42.23206259,192.168.2.2,192.168.1.2,66,512,631296
63870,36.53265695,42.23265695,192.168.2.2,192.168.1.2,66,512,631296
63872,36.53374876,42.23374876,192.168.2.2,192.168.1.2,66,512,631296
63875,36.53483579,42.23483579,192.168.2.2,192.168.1.2,66,512,631296
63877,36.53594127,42.23594127,192.168.2.2,192.168.1.2,66,512,631296
63878,36.53641462,42.23641462,192.168.2.2,192.168.1.2,66,512,631296
63880,36.53751423,42.23751423,192.168.2.2,192.168.1.2,66,512,631296
63882,36.53883497,42.23883497,192.168.2.2,192.168.1.2,66,512,631296
63885,36.54023796,42.24023796,192.168.2.2,192.168.1.2,66,512,631296
63887,36.54149685,42.24149685,192.168.2.2,192.168.1.2,66,512,631296
63888,36.54185931,42.24185931,192.168.2.2,192.168.1.2,66,512,631296
63890,36.54319438,42.24319438,192.168.2.2,192.168.1.2,66,512,631296
63892,36.544285,42.244285,192.168.2.2,192.168.1.2,66,512,631296
63895,36.54537093,42.24537093,192.168.2.2,192.168.1.2,66,512,631296
63897,36.54646436,42.24646436,192.168.2.2,192.168.1.2,66,512,631296
63898,36.54731891,42.24731891,192.168.2.2,192.168.1.2,66,512,631296
63900,36.54840677,42.24840677,192.168.2.2,192.168.1.2,66,512,631296
63902,36.54949141,42.24949141,192.168.2.2,192.168.1.2,66,512,631296
63905,36.55082134,42.25082134,192.168.2.2,192.168.1.2,66,512,631296
63907,36.55215668,42.25215668,192.168.2.2,192.168.1.2,66,512,631296
63908,36.55276059,42.25276059,192.168.2.2,192.168.1.2,66,512,631296
63910,36.55409462,42.25409462,192.168.2.2,192.168.1.2,66,512,631296
63912,36.55518943,42.25518943,192.168.2.2,192.168.1.2,66,512,631296
63915,36.55627472,42.25627472,192.168.2.2,192.168.1.2,66,512,631296
63917,36.55736858,42.25736858,192.168.2.2,192.168.1.2,66,512,631296
63919,36.55821409,42.25821409,192.168.2.2,192.168.1.2,66,512,631296
63921,36.55930463,42.25930463,192.168.2.2,192.168.1.2,66,512,631296
63922,36.56015225,42.26015225,192.168.2.2,192.168.1.2,66,512,631296
63924,36.56124705,42.26124705,192.168.2.2,192.168.1.2,66,512,631296
63928,36.56257802,42.26257802,192.168.2.2,192.168.1.2,66,512,631296
63930,36.56366892,42.26366892,192.168.2.2,192.168.1.2,66,512,631296
63931,36.56463749,42.26463749,192.168.2.2,192.168.1.2,66,512,631296
63933,36.56572684,42.26572684,192.168.2.2,192.168.1.2,66,512,631296
63935,36.56681332,42.26681332,192.168.2.2,192.168.1.2,66,512,631296
63938,36.56790302,42.26790302,192.168.2.2,192.168.1.2,66,512,631296
63940,36.56912259,42.26912259,192.168.2.2,192.168.1.2,66,512,631296
63942,36.57044399,42.27044399,192.168.2.2,192.168.1.2,66,512,631296
63945,36.57178384,42.27178384,192.168.2.2,192.168.1.2,66,512,631296
63947,36.57313927,42.27313927,192.168.2.2,192.168.1.2,66,512,631296
63948,36.57359371,42.27359371,192.168.2.2,192.168.1.2,66,512,631296
63950,36.57456613,42.27456613,192.168.2.2,192.168.1.2,66,512,631296
63953,36.57590206,42.27590206,192.168.2.2,192.168.1.2,66,512,631296
63955,36.57723029,42.27723029,192.168.2.2,192.168.1.2,66,512,631296
63956,36.5777094,42.2777094,192.168.2.2,192.168.1.2,66,512,631296
63959,36.57904877,42.27904877,192.168.2.2,192.168.1.2,66,512,631296
63960,36.58003213,42.28003213,192.168.2.2,192.168.1.2,66,512,631296
63962,36.58111551,42.28111551,192.168.2.2,192.168.1.2,66,512,631296
63965,36.58220243,42.28220243,192.168.2.2,192.168.1.2,66,512,631296
63967,36.58329933,42.28329933,192.168.2.2,192.168.1.2,66,512,631296
63969,36.5839017,42.2839017,192.168.2.2,192.168.1.2,66,512,631296
63971,36.58503734,42.28503734,192.168.2.2,192.168.1.2,66,512,631296
63972,36.5854882,42.2854882,192.168.2.2,192.168.1.2,66,512,631296
63974,36.58680291,42.28680291,192.168.2.2,192.168.1.2,66,512,631296
63976,36.58815068,42.28815068,192.168.2.2,192.168.1.2,66,512,631296
63979,36.58946805,42.28946805,192.168.2.2,192.168.1.2,66,512,631296
63982,36.59058154,42.29058154,192.168.2.2,192.168.1.2,66,512,631296
63983,36.59093306,42.29093306,192.168.2.2,192.168.1.2,66,512,631296
63985,36.59214701,42.29214701,192.168.2.2,192.168.1.2,66,512,631296
63986,36.59248845,42.29248845,192.168.2.2,192.168.1.2,66,512,631296
63988,36.5937082,42.2937082,192.168.2.2,192.168.1.2,66,512,631296
63991,36.5949232,42.2949232,192.168.2.2,192.168.1.2,66,512,631296
63993,36.59615391,42.29615391,192.168.2.2,192.168.1.2,66,512,631296
63994,36.59636276,42.29636276,192.168.2.2,192.168.1.2,66,512,631296
63996,36.59781709,42.29781709,192.168.2.2,192.168.1.2,66,512,631296
63998,36.59927418,42.29927418,192.168.2.2,192.168.1.2,66,512,631296
64001,36.60073453,42.30073453,192.168.2.2,192.168.1.2,66,512,631296
64003,36.60145134,42.30145134,192.168.2.2,192.168.1.2,66,512,631296
64004,36.6018138,42.3018138,192.168.2.2,192.168.1.2,66,512,631296
64007,36.60302988,42.30302988,192.168.2.2,192.168.1.2,66,512,631296
64009,36.60424541,42.30424541,192.168.2.2,192.168.1.2,66,512,631296
64010,36.60509341,42.30509341,192.168.2.2,192.168.1.2,66,512,631296
64012,36.60630203,42.30630203,192.168.2.2,192.168.1.2,66,512,631296
64014,36.60727197,42.30727197,192.168.2.2,192.168.1.2,66,512,631296
64016,36.60851651,42.30851651,192.168.2.2,192.168.1.2,66,512,631296
64018,36.60993562,42.30993562,192.168.2.2,192.168.1.2,66,512,631296
64021,36.61114272,42.31114272,192.168.2.2,192.168.1.2,66,512,631296
64023,36.61236343,42.31236343,192.168.2.2,192.168.1.2,66,512,631296
64024,36.61271634,42.31271634,192.168.2.2,192.168.1.2,66,512,631296
64026,36.61393061,42.31393061,192.168.2.2,192.168.1.2,66,512,631296
64029,36.61514446,42.31514446,192.168.2.2,192.168.1.2,66,512,631296
64031,36.61635735,42.31635735,192.168.2.2,192.168.1.2,66,512,631296
64032,36.61671216,42.31671216,192.168.2.2,192.168.1.2,66,512,631296
64034,36.61817992,42.31817992,192.168.2.2,192.168.1.2,66,512,631296
64037,36.61962153,42.31962153,192.168.2.2,192.168.1.2,66,512,631296
64039,36.62111729,42.32111729,192.168.2.2,192.168.1.2,66,512,631296
64040,36.62144034,42.32144034,192.168.2.2,192.168.1.2,66,512,631296
64042,36.6228979,42.3228979,192.168.2.2,192.168.1.2,66,512,631296
64044,36.62362616,42.32362616,192.168.2.2,192.168.1.2,66,512,631296
64046,36.62510893,42.32510893,192.168.2.2,192.168.1.2,66,512,631296
64048,36.62617268,42.32617268,192.168.2.2,192.168.1.2,66,512,631296
64051,36.62738394,42.32738394,192.168.2.2,192.168.1.2,66,512,631296
64053,36.62859593,42.32859593,192.168.2.2,192.168.1.2,66,512,631296
64054,36.62906819,42.32906819,192.168.2.2,192.168.1.2,66,512,631296
64056,36.6302863,42.3302863,192.168.2.2,192.168.1.2,66,512,631296
64059,36.63149622,42.33149622,192.168.2.2,192.168.1.2,66,512,631296
64062,36.63271551,42.33271551,192.168.2.2,192.168.1.2,66,512,631296
64063,36.63294178,42.33294178,192.168.2.2,192.168.1.2,66,512,631296
64066,36.63452363,42.33452363,192.168.2.2,192.168.1.2,66,512,631296
64068,36.63585341,42.33585341,192.168.2.2,192.168.1.2,66,512,631296
64069,36.63633716,42.33633716,192.168.2.2,192.168.1.2,66,512,631296
64071,36.63744692,42.33744692,192.168.2.2,192.168.1.2,66,512,631296
64074,36.63851942,42.33851942,192.168.2.2,192.168.1.2,66,512,631296
64076,36.63960728,42.33960728,192.168.2.2,192.168.1.2,66,512,631296
64077,36.63996633,42.33996633,192.168.2.2,192.168.1.2,66,512,631296
64079,36.64106234,42.34106234,192.168.2.2,192.168.1.2,66,512,631296
64081,36.64214936,42.34214936,192.168.2.2,192.168.1.2,66,512,631296
64083,36.64324834,42.34324834,192.168.2.2,192.168.1.2,66,512,631296
64086,36.6445808,42.3445808,192.168.2.2,192.168.1.2,66,512,631296
64087,36.6454308,42.3454308,192.168.2.2,192.168.1.2,66,512,631296
64090,36.64652181,42.34652181,192.168.2.2,192.168.1.2,66,512,631296
64092,36.64760277,42.34760277,192.168.2.2,192.168.1.2,66,512,631296
64093,36.64852847,42.34852847,192.168.2.2,192.168.1.2,66,512,631296
64096,36.64955078,42.34955078,192.168.2.2,192.168.1.2,66,512,631296
64098,36.65063583,42.35063583,192.168.2.2,192.168.1.2,66,512,631296
64099,36.65086997,42.35086997,192.168.2.2,192.168.1.2,66,512,631296
64101,36.65196741,42.35196741,192.168.2.2,192.168.1.2,66,512,631296
64103,36.65331085,42.35331085,192.168.2.2,192.168.1.2,66,512,631296
64106,36.65463634,42.35463634,192.168.2.2,192.168.1.2,66,512,631296
64108,36.65597035,42.35597035,192.168.2.2,192.168.1.2,66,512,631296
64109,36.65632435,42.35632435,192.168.2.2,192.168.1.2,66,512,631296
64111,36.65767258,42.35767258,192.168.2.2,192.168.1.2,66,512,631296
64113,36.65875428,42.35875428,192.168.2.2,192.168.1.2,66,512,631296
64116,36.65983749,42.35983749,192.168.2.2,192.168.1.2,66,512,631296
64118,36.66093717,42.36093717,192.168.2.2,192.168.1.2,66,512,631296
64119,36.66178954,42.36178954,192.168.2.2,192.168.1.2,66,512,631296
64122,36.6628697,42.3628697,192.168.2.2,192.168.1.2,66,512,631296
64123,36.66396706,42.36396706,192.168.2.2,192.168.1.2,66,512,631296
64125,36.66481154,42.36481154,192.168.2.2,192.168.1.2,66,512,631296
64127,36.66615008,42.36615008,192.168.2.2,192.168.1.2,66,512,631296
64129,36.66723261,42.36723261,192.168.2.2,192.168.1.2,66,512,631296
64131,36.66831541,42.36831541,192.168.2.2,192.168.1.2,66,512,631296
64133,36.66940832,42.36940832,192.168.2.2,192.168.1.2,66,512,631296
64136,36.67049716,42.37049716,192.168.2.2,192.168.1.2,66,512,631296
64138,36.67159509,42.37159509,192.168.2.2,192.168.1.2,66,512,631296
64140,36.67219069,42.37219069,192.168.2.2,192.168.1.2,66,512,631296
64141,36.672676,42.372676,192.168.2.2,192.168.1.2,66,512,631296
64143,36.67401881,42.37401881,192.168.2.2,192.168.1.2,66,512,631296
64145,36.67535276,42.37535276,192.168.2.2,192.168.1.2,66,512,631296
64148,36.67668037,42.37668037,192.168.2.2,192.168.1.2,66,512,631296
64150,36.67781721,42.37781721,192.168.2.2,192.168.1.2,66,512,631296
64151,36.67813274,42.37813274,192.168.2.2,192.168.1.2,66,512,631296
64153,36.67924466,42.37924466,192.168.2.2,192.168.1.2,66,512,631296
64155,36.68032072,42.38032072,192.168.2.2,192.168.1.2,66,512,631296
64157,36.68141302,42.38141302,192.168.2.2,192.168.1.2,66,512,631296
64159,36.68249395,42.38249395,192.168.2.2,192.168.1.2,66,512,631296
64161,36.68358181,42.38358181,192.168.2.2,192.168.1.2,66,512,631296
64163,36.6850356,42.3850356,192.168.2.2,192.168.1.2,66,512,631296
64165,36.68649417,42.38649417,192.168.2.2,192.168.1.2,66,512,631296
64168,36.68757697,42.38757697,192.168.2.2,192.168.1.2,66,512,631296
64170,36.68867072,42.38867072,192.168.2.2,192.168.1.2,66,512,631296
64171,36.68902542,42.38902542,192.168.2.2,192.168.1.2,66,512,631296
64173,36.69011884,42.39011884,192.168.2.2,192.168.1.2,66,512,631296
64176,36.69120429,42.39120429,192.168.2.2,192.168.1.2,66,512,631296
64178,36.69230288,42.39230288,192.168.2.2,192.168.1.2,66,512,631296
64180,36.6925376,42.3925376,192.168.2.2,192.168.1.2,66,512,631296
64182,36.69399385,42.39399385,192.168.2.2,192.168.1.2,66,512,631296
64183,36.69447653,42.39447653,192.168.2.2,192.168.1.2,66,512,631296
64186,36.69593826,42.39593826,192.168.2.2,192.168.1.2,66,512,631296
64188,36.69738446,42.39738446,192.168.2.2,192.168.1.2,66,512,631296
64190,36.69786563,42.39786563,192.168.2.2,192.168.1.2,66,512,631296
64192,36.69896395,42.39896395,192.168.2.2,192.168.1.2,66,512,631296
64193,36.6999545,42.3999545,192.168.2.2,192.168.1.2,66,512,631296
64195,36.70102454,42.40102454,192.168.2.2,192.168.1.2,66,512,631296
64197,36.70211654,42.40211654,192.168.2.2,192.168.1.2,66,512,631296
64200,36.7035702,42.4035702,192.168.2.2,192.168.1.2,66,512,631296
64202,36.70502006,42.40502006,192.168.2.2,192.168.1.2,66,512,631296
64203,36.70538106,42.40538106,192.168.2.2,192.168.1.2,66,512,631296
64205,36.70683699,42.40683699,192.168.2.2,192.168.1.2,66,512,631296
64208,36.70828769,42.40828769,192.168.2.2,192.168.1.2,66,512,631296
64210,36.70974952,42.40974952,192.168.2.2,192.168.1.2,66,512,631296
64211,36.71009578,42.41009578,192.168.2.2,192.168.1.2,66,512,631296
64213,36.71082527,42.41082527,192.168.2.2,192.168.1.2,66,512,631296
64215,36.71228843,42.41228843,192.168.2.2,192.168.1.2,66,512,631296
64217,36.71380325,42.41380325,192.168.2.2,192.168.1.2,66,512,631296
64219,36.71521264,42.41521264,192.168.2.2,192.168.1.2,66,512,631296
64221,36.71634157,42.41634157,192.168.2.2,192.168.1.2,66,512,631296
64223,36.71739738,42.41739738,192.168.2.2,192.168.1.2,66,512,631296
64226,36.71858566,42.41858566,192.168.2.2,192.168.1.2,66,512,631296
64228,36.71979854,42.41979854,192.168.2.2,192.168.1.2,66,512,631296
64229,36.72070603,42.42070603,192.168.2.2,192.168.1.2,66,512,631296
64231,36.72175896,42.42175896,192.168.2.2,192.168.1.2,66,512,631296
64233,36.72295002,42.42295002,192.168.2.2,192.168.1.2,66,512,631296
64235,36.7245207,42.4245207,192.168.2.2,192.168.1.2,66,512,631296
64237,36.72610052,42.42610052,192.168.2.2,192.168.1.2,66,512,631296
64239,36.72718509,42.42718509,192.168.2.2,192.168.1.2,66,512,631296
64241,36.72875808,42.42875808,192.168.2.2,192.168.1.2,66,512,631296
64243,36.73034607,42.43034607,192.168.2.2,192.168.1.2,66,512,631296
64245,36.73192203,42.43192203,192.168.2.2,192.168.1.2,66,512,631296
64247,36.73266505,42.43266505,192.168.2.2,192.168.1.2,66,512,631296
64249,36.73421023,42.43421023,192.168.2.2,192.168.1.2,66,512,631296
64251,36.7357806,42.4357806,192.168.2.2,192.168.1.2,66,512,631296
64253,36.73735549,42.43735549,192.168.2.2,192.168.1.2,66,512,631296
64255,36.73808443,42.43808443,192.168.2.2,192.168.1.2,66,512,631296
64257,36.73965886,42.43965886,192.168.2.2,192.168.1.2,66,512,631296
64259,36.74122896,42.44122896,192.168.2.2,192.168.1.2,66,512,631296
64262,36.74268144,42.44268144,192.168.2.2,192.168.1.2,66,512,631296
64264,36.74352399,42.44352399,192.168.2.2,192.168.1.2,66,512,631296
64266,36.74473706,42.44473706,192.168.2.2,192.168.1.2,66,512,631296
64267,36.74562028,42.44562028,192.168.2.2,192.168.1.2,66,512,631296
64269,36.74680148,42.44680148,192.168.2.2,192.168.1.2,66,512,631296
64271,36.74802887,42.44802887,192.168.2.2,192.168.1.2,66,512,631296
64273,36.7489928,42.4489928,192.168.2.2,192.168.1.2,66,512,631296
64275,36.75056383,42.45056383,192.168.2.2,192.168.1.2,66,512,631296
64277,36.75214478,42.45214478,192.168.2.2,192.168.1.2,66,512,631296
64280,36.75309918,42.45309918,192.168.2.2,192.168.1.2,66,512,631296
64283,36.75443098,42.45443098,192.168.2.2,192.168.1.2,66,512,631296
64285,36.75564292,42.45564292,192.168.2.2,192.168.1.2,66,512,631296
64286,36.75649356,42.45649356,192.168.2.2,192.168.1.2,66,512,631296
64288,36.75769728,42.45769728,192.168.2.2,192.168.1.2,66,512,631296
64290,36.75890988,42.45890988,192.168.2.2,192.168.1.2,66,512,631296
64292,36.75987665,42.45987665,192.168.2.2,192.168.1.2,66,512,631296
64294,36.76146178,42.46146178,192.168.2.2,192.168.1.2,66,512,631296
64296,36.76303722,42.46303722,192.168.2.2,192.168.1.2,66,512,631296
64298,36.76424188,42.46424188,192.168.2.2,192.168.1.2,66,512,631296
64300,36.76533485,42.46533485,192.168.2.2,192.168.1.2,66,512,631296
64303,36.76654015,42.46654015,192.168.2.2,192.168.1.2,66,512,631296
64305,36.76775358,42.46775358,192.168.2.2,192.168.1.2,66,512,631296
64306,36.76860966,42.46860966,192.168.2.2,192.168.1.2,66,512,631296
64308,36.76982037,42.46982037,192.168.2.2,192.168.1.2,66,512,631296
64310,36.77084554,42.47084554,192.168.2.2,192.168.1.2,66,512,631296
64312,36.77229236,42.47229236,192.168.2.2,192.168.1.2,66,512,631296
64314,36.77370789,42.47370789,192.168.2.2,192.168.1.2,66,512,631296
64317,36.77490734,42.47490734,192.168.2.2,192.168.1.2,66,512,631296
64319,36.7762309,42.4762309,192.168.2.2,192.168.1.2,66,512,631296
64321,36.7774742,42.4774742,192.168.2.2,192.168.1.2,66,512,631296
64323,36.77865959,42.47865959,192.168.2.2,192.168.1.2,66,512,631296
64326,36.77986743,42.47986743,192.168.2.2,192.168.1.2,66,512,631296
64328,36.78107433,42.48107433,192.168.2.2,192.168.1.2,66,512,631296
64329,36.78168336,42.48168336,192.168.2.2,192.168.1.2,66,512,631296
64331,36.78314296,42.48314296,192.168.2.2,192.168.1.2,66,512,631296
64334,36.78459113,42.48459113,192.168.2.2,192.168.1.2,66,512,631296
64337,36.78615904,42.48615904,192.168.2.2,192.168.1.2,66,512,631296
64338,36.78713969,42.48713969,192.168.2.2,192.168.1.2,66,512,631296
64340,36.78823058,42.48823058,192.168.2.2,192.168.1.2,66,512,631296
64342,36.78931753,42.48931753,192.168.2.2,192.168.1.2,66,512,631296
64345,36.79040558,42.49040558,192.168.2.2,192.168.1.2,66,512,631296
64347,36.79148871,42.49148871,192.168.2.2,192.168.1.2,66,512,631296
64349,36.79209352,42.49209352,192.168.2.2,192.168.1.2,66,512,631296
64350,36.79257688,42.49257688,192.168.2.2,192.168.1.2,66,512,631296
64352,36.79403588,42.49403588,192.168.2.2,192.168.1.2,66,512,631296
64354,36.79555386,42.49555386,192.168.2.2,192.168.1.2,66,512,631296
64357,36.79698483,42.49698483,192.168.2.2,192.168.1.2,66,512,631296
64359,36.79803663,42.49803663,192.168.2.2,192.168.1.2,66,512,631296
64362,36.79911868,42.49911868,192.168.2.2,192.168.1.2,66,512,631296
64364,36.80021185,42.50021185,192.168.2.2,192.168.1.2,66,512,631296
64365,36.80081352,42.50081352,192.168.2.2,192.168.1.2,66,512,631296
64368,36.80190711,42.50190711,192.168.2.2,192.168.1.2,66,512,631296
64370,36.80299594,42.50299594,192.168.2.2,192.168.1.2,66,512,631296
64371,36.80347948,42.50347948,192.168.2.2,192.168.1.2,66,512,631296
64373,36.80494863,42.50494863,192.168.2.2,192.168.1.2,66,512,631296
64375,36.80638997,42.50638997,192.168.2.2,192.168.1.2,66,512,631296
64377,36.80788447,42.50788447,192.168.2.2,192.168.1.2,66,512,631296
64379,36.80894492,42.50894492,192.168.2.2,192.168.1.2,66,512,631296
64381,36.81002045,42.51002045,192.168.2.2,192.168.1.2,66,512,631296
64384,36.81112103,42.51112103,192.168.2.2,192.168.1.2,66,512,631296
64386,36.81221004,42.51221004,192.168.2.2,192.168.1.2,66,512,631296
64388,36.81281244,42.51281244,192.168.2.2,192.168.1.2,66,512,631296
64390,36.81390069,42.51390069,192.168.2.2,192.168.1.2,66,512,631296
64391,36.81438333,42.51438333,192.168.2.2,192.168.1.2,66,512,631296
64393,36.81583341,42.51583341,192.168.2.2,192.168.1.2,66,512,631296
64395,36.81716549,42.51716549,192.168.2.2,192.168.1.2,66,512,631296
64398,36.81825519,42.51825519,192.168.2.2,192.168.1.2,66,512,631296
64400,36.81934549,42.51934549,192.168.2.2,192.168.1.2,66,512,631296
64401,36.81982945,42.51982945,192.168.2.2,192.168.1.2,66,512,631296
64403,36.82095651,42.52095651,192.168.2.2,192.168.1.2,66,512,631296
64405,36.82204857,42.52204857,192.168.2.2,192.168.1.2,66,512,631296
64407,36.82312468,42.52312468,192.168.2.2,192.168.1.2,66,512,631296
64409,36.82456753,42.52456753,192.168.2.2,192.168.1.2,66,512,631296
64411,36.82528973,42.52528973,192.168.2.2,192.168.1.2,66,512,631296
64413,36.82673955,42.52673955,192.168.2.2,192.168.1.2,66,512,631296
64416,36.82820794,42.52820794,192.168.2.2,192.168.1.2,66,512,631296
64418,36.82916226,42.52916226,192.168.2.2,192.168.1.2,66,512,631296
64421,36.83025455,42.53025455,192.168.2.2,192.168.1.2,66,512,631296
64422,36.83073211,42.53073211,192.168.2.2,192.168.1.2,66,512,631296
64424,36.8318265,42.5318265,192.168.2.2,192.168.1.2,66,512,631296
64425,36.83206653,42.53206653,192.168.2.2,192.168.1.2,66,512,631296
64427,36.83316963,42.53316963,192.168.2.2,192.168.1.2,66,512,631296
64430,36.83425078,42.53425078,192.168.2.2,192.168.1.2,66,512,631296
64432,36.83570132,42.53570132,192.168.2.2,192.168.1.2,66,512,631296
64433,36.83618441,42.53618441,192.168.2.2,192.168.1.2,66,512,631296
64435,36.83764498,42.53764498,192.168.2.2,192.168.1.2,66,512,631296
64437,36.83897359,42.53897359,192.168.2.2,192.168.1.2,66,512,631296
64440,36.84031391,42.54031391,192.168.2.2,192.168.1.2,66,512,631296
64442,36.84139977,42.54139977,192.168.2.2,192.168.1.2,66,512,631296
64443,36.84163377,42.54163377,192.168.2.2,192.168.1.2,66,512,631296
64446,36.84272563,42.54272563,192.168.2.2,192.168.1.2,66,512,631296
64448,36.84381444,42.54381444,192.168.2.2,192.168.1.2,66,512,631296
64449,36.84417534,42.54417534,192.168.2.2,192.168.1.2,66,512,631296
64452,36.84531268,42.54531268,192.168.2.2,192.168.1.2,66,512,631296
64454,36.84636636,42.54636636,192.168.2.2,192.168.1.2,66,512,631296
64455,36.84710623,42.54710623,192.168.2.2,192.168.1.2,66,512,631296
64457,36.84843093,42.54843093,192.168.2.2,192.168.1.2,66,512,631296
64459,36.84975402,42.54975402,192.168.2.2,192.168.1.2,66,512,631296
64462,36.85096516,42.55096516,192.168.2.2,192.168.1.2,66,512,631296
64464,36.85217363,42.55217363,192.168.2.2,192.168.1.2,66,512,631296
64465,36.85253293,42.55253293,192.168.2.2,192.168.1.2,66,512,631296
64467,36.85374693,42.55374693,192.168.2.2,192.168.1.2,66,512,631296
64470,36.85496063,42.55496063,192.168.2.2,192.168.1.2,66,512,631296
64472,36.85616665,42.55616665,192.168.2.2,192.168.1.2,66,512,631296
64473,36.85652716,42.55652716,192.168.2.2,192.168.1.2,66,512,631296
64475,36.85798732,42.55798732,192.168.2.2,192.168.1.2,66,512,631296
64477,36.8595619,42.5595619,192.168.2.2,192.168.1.2,66,512,631296
64479,36.86113822,42.56113822,192.168.2.2,192.168.1.2,66,512,631296
64481,36.861863,42.561863,192.168.2.2,192.168.1.2,66,512,631296
64483,36.86343702,42.56343702,192.168.2.2,192.168.1.2,66,512,631296
64485,36.86500947,42.56500947,192.168.2.2,192.168.1.2,66,512,631296
64487,36.86646455,42.56646455,192.168.2.2,192.168.1.2,66,512,631296
64490,36.86767545,42.56767545,192.168.2.2,192.168.1.2,66,512,631296
64492,36.86888781,42.56888781,192.168.2.2,192.168.1.2,66,512,631296
64493,36.86937425,42.56937425,192.168.2.2,192.168.1.2,66,512,631296
64495,36.87062653,42.57062653,192.168.2.2,192.168.1.2,66,512,631296
64498,36.87181203,42.57181203,192.168.2.2,192.168.1.2,66,512,631296
64500,36.87301157,42.57301157,192.168.2.2,192.168.1.2,66,512,631296
64501,36.87324685,42.57324685,192.168.2.2,192.168.1.2,66,512,631296
64503,36.87433982,42.57433982,192.168.2.2,192.168.1.2,66,512,631296
64506,36.87592096,42.57592096,192.168.2.2,192.168.1.2,66,512,631296
64508,36.87713747,42.57713747,192.168.2.2,192.168.1.2,66,512,631296
64509,36.87737631,42.57737631,192.168.2.2,192.168.1.2,66,512,631296
64511,36.8785968,42.5785968,192.168.2.2,192.168.1.2,66,512,631296
64514,36.87979908,42.57979908,192.168.2.2,192.168.1.2,66,512,631296
64516,36.88100492,42.58100492,192.168.2.2,192.168.1.2,66,512,631296
64517,36.8814893,42.5814893,192.168.2.2,192.168.1.2,66,512,631296
64519,36.88307355,42.58307355,192.168.2.2,192.168.1.2,66,512,631296
64521,36.88464538,42.58464538,192.168.2.2,192.168.1.2,66,512,631296
64523,36.88526989,42.58526989,192.168.2.2,192.168.1.2,66,512,631296
64525,36.88682921,42.58682921,192.168.2.2,192.168.1.2,66,512,631296
64527,36.88803274,42.58803274,192.168.2.2,192.168.1.2,66,512,631296
64530,36.88899845,42.58899845,192.168.2.2,192.168.1.2,66,512,631296
64532,36.89021125,42.59021125,192.168.2.2,192.168.1.2,66,512,631296
64533,36.89069731,42.59069731,192.168.2.2,192.168.1.2,66,512,631296
64535,36.8919037,42.5919037,192.168.2.2,192.168.1.2,66,512,631296
64537,36.89311828,42.59311828,192.168.2.2,192.168.1.2,66,512,631296
64540,36.89433244,42.59433244,192.168.2.2,192.168.1.2,66,512,631296
64542,36.89596653,42.59596653,192.168.2.2,192.168.1.2,66,512,631296
64543,36.89621497,42.59621497,192.168.2.2,192.168.1.2,66,512,631296
64545,36.89772334,42.59772334,192.168.2.2,192.168.1.2,66,512,631296
